lsanr,x,y,standort,baulast,bezirk,blindens,bemerkung,locid,mapem
4029,23527553.205858,56494275.436426,Butzweilerstraße / Hugo-Eckener-Straße / Ikarosstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4100,23547974.112682,56477332.683911,Parkgürtel / Osterather Straße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,ja
4101,23546837.971926,56475650.823259,Parkgürtel / Methweg GEW,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,ja
4102,23544809.202401,56473869.207108,Parkgürtel / BAB57,Stadt Köln,Ehrenfeld,nein,---,nein,ja
4103,23546484.682457,56468347.509891,Nußbaumerstraße / Herkulesstraße / Liebigstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4110,23545952.175305,56462737.570668,Subbelrather Straße / Myliusstraße / Schule,Stadt Köln,Ehrenfeld,nein,---,nein,ja
4115,23536670.356635,56469109.201681,Subbelrather Straße / Landmannstraße / Platenstraße,Stadt Köln,Ehrenfeld,ja - taktil,---,nein,nein
4117,23533960.712891,56470906.581766,Subbelrather Straße / Leyendeckerstraße / Takustraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4119,23531872.299969,56472306.438848,Subbelrather Straße / Alpener Straße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4120,23530204.681631,56473374.966639,Subbelrather Straße / Marienstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4121,23529246,56473914.3,Subbelrather Straße / Äußere Kanalstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4130,23542624.762318,56458919.449051,Venloer Straße / Franz-Geuer-Straße / Piusstraße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,nein
4131,23539094.01104,56461415.655801,Venloer Straße / Neptunstraße / Klarastraße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,nein
4132,23534328.665045,56466031.457972,Venloer Straße / Platenstraße / Bezirksrathaus,Stadt Köln,Ehrenfeld,ja - taktil,---,nein,nein
4133,23532033.406529,56468397.349449,Venloer Straße / Leyendeckerstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4135,23527278.315462,56471052.49098,Venloer Straße / Äußere Kanalstraße / Helmholtzstraße,Stadt Köln,Ehrenfeld,nein,---,nein,ja
4136,23525247.12215,56472284.915837,Venloer Straße / Wilhelm-Mauser-Straße / Rochusstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4138,23525782.505267,56468720.814619,Äußere Kanalstraße / Nonniweg / Silcherstraße,Stadt Köln,Ehrenfeld,ja - taktil,---,nein,nein
4141,23539781.598163,56458050.521581,Vogelsanger Straße / Thebäerstraße / Mechternstraße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,ja
4143,23529988.313239,56464764.172905,Vogelsanger Straße / Leyendeckerstraße / Helmholtzstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4144,23524182.499136,56466533.467021,Vogelsanger Straße / Äußere Kanalstraße / Maarweg,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4145,23523420.67084,56466746.592594,Vogelsanger Straße / Vitalisstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4146,23523467.966147,56464712.340563,Maarweg / Fuhrpark,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,nein
4148,23521378,56459626,Widdersdorfer Straße / Mercedes Allee,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4151,23536582.522486,56455886.229167,Weinsbergstraße / Friedhof-israelisch / Geisselstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4152,23530252.380085,56458270.215143,Weinsbergstraße / Oskar-Jäger-Straße / Widdersdorfer Straße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4153,23523365.462672,56459242.938463,Maarweg / Widdersdorfer Straße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4154,23531255.953594,56453989.622948,Oskar-Jäger-Straße / Stolberger Straße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4159,23553827.286777,56467067.029787,Innere Kanalstraße / Hornstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4160,23552158.178568,56466549.590195,Innere Kanalstraße / Am Gleisdreieck,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4161,23549731.78718,56463922.602261,Innere Kanalstraße / Herkulesstraße Nord,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4162,23548696.387715,56462625.885196,Innere Kanalstraße / Herkulesstraße Süd,Stadt Köln,Ehrenfeld,nein,---,nein,ja
4163,23547883.988468,56461473.1892,Innere Kanalstraße / Subbelrather Straße,Stadt Köln,Ehrenfeld,nein,---,nein,ja
4165,23544734.203642,56457593.806084,Innere Kanalstraße / Venloer Straße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,ja
4839,23528813.919932,56490487.674713,Rochusstraße / Justitzvollzugsanstallt / Rektor-Klein-Straße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,nein
4150,23540492.57094,56453243.510363,Weinsbergstraße / Piusstraße / Schule,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4164,23546187.507481,56459348.825864,Innere Kanalstraße / Fernmeldeturm,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,ja
4166,23543419.293415,56454985.607192,Innere Kanalstraße / Vogelsanger Straße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,ja
4167,23542565.585491,56451760.252418,Innere Kanalstraße / Weinsbergstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4125,23534317.050689,56462549.676129,Vogelsanger Straße / Grüner Weg,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4149,23532923.9,56457961.2,Weinsbergstraße / Baumarkt Bahr,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4822,23532153.283459,56451917.787685,Melatengürtel / Oskar-Jäger-Straße,Stadt Köln,Ehrenfeld,ja - taktil,---,nein,ja
4823,23533714.684842,56455984.924168,Melatengürtel / Fröbelstraße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,ja
4824,23533745.953281,56457859.8666,Melatengürtel / Weinsbergstraße,Stadt Köln,Ehrenfeld,ja - taktil,---,nein,nein
4825,23535288.4,56461609.6,Melatengürtel / Vogelsanger Straße / Ehrenfeldgürtel,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4826,23536686.796295,56463513.91681,Ehrenfeldgürtel / Venloer Straße,Stadt Köln,Ehrenfeld,ja - taktil,---,nein,ja
4827,23538109.247406,56465592.403734,Ehrenfeldgürtel / Hüttenstraße / Stammstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4828,23539299.35313,56467420.176596,Ehrenfeldgürtel / Subbelrather Straße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4829,23539845.174039,56468218.490217,Ehrenfeldgürtel / Fridolinstraße,Stadt Köln,Ehrenfeld,nein,---,nein,ja
4831,23540567.061803,56469359.862866,Ehrenfeldgürtel / Försterstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4832,23540982.282388,56469973.368712,Ehrenfeldgürtel / Eichendorffstraße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4833,23542141.827972,56471640.275922,Ehrenfeldgürtel / Nußbaumerstraße,Stadt Köln,Ehrenfeld,ja - taktil,---,nein,nein
4834,23541007.466009,56471870.566559,Nußbaumerstraße / Siemensstraße / Schule,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4836,23538184.388464,56472478.793355,Nußbaumerstraße / Iltisstraße / Gustav-Freytag-Straße,Stadt Köln,Ehrenfeld,nein,---,nein,nein
4837,23536912.402581,56475449.454317,Iltisstraße / Takuplatz / Tondernstraße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,nein
4838,23533831.097866,56480382.994708,Äußere Kanalstraße / Iltisstraße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,nein
4854,23544384.828674,56463811.007938,Subbelrather Straße / Gutenbergstraße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,ja
4855,23543012.388444,56464854.500103,Subbelrather Straße / Lukasstraße / Körnerstraße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,ja
4856,23542455.836191,56465341.450265,Subbelrather Straße / Liebigstraße / Glasstraße,Stadt Köln,Ehrenfeld,ja - akustisch+taktil,---,nein,ja
5001,23565707.4,56537538.4,Emdener Straße / Am Ölhafen,Stadt Köln,Nippes,nein,---,nein,nein
5002,23562113.5,56521210.3,Geestemünder Straße / Anbindung Industriestr-Ost,Stadt Köln,Nippes,nein,---,nein,nein
5003,23559892.3,56521191.7,Geestemünder Straße  / Industriestraße,Stadt Köln,Nippes,nein,---,nein,nein
5004,23565490.5,56530420.7,Emdener Straße / Ford Tor 8+24,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,nein
5005,23565409.6,56526861.7,Emdener Straße / Ford Tor 6,Stadt Köln,Nippes,nein,---,nein,nein
5006,23557726.4,56521252.9,Geestemünder Straße / Johann-Maria-Farina-Straße,Stadt Köln,Nippes,nein,---,nein,nein
5007,23565146.4,56521062.8,Emdener Straße / Geestemünder Straße,Stadt Köln,Nippes,nein,---,nein,nein
5009,23564782.1,56513592.9,Bremerhavener Straße / Emdener Straße,Stadt Köln,Nippes,nein,---,nein,nein
5011,23568545.2,56514100,Niehler Damm / Bremerhavener Straße / Sankt-Leonardus-Straße,Stadt Köln,Nippes,nein,---,nein,nein
5013,23569257.2,56506424.2,Sebastianstraße / Merkenicher Straße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,nein
5014,23569097.3,56503995.2,Sebastianstraße / Feldgärtenstraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,nein
5016,23552351.6,56515470,Neusser Straße / Militärringstraße / Bremerhavener Straße,Stadt Köln,Nippes,nein,---,nein,nein
5017,23550014.7,56521478.9,Neusser Landstraße / Geestemünder Straße,Stadt Köln,Nippes,nein,---,nein,nein
5018,23554057.8,56521369.3,Geestemünder Straße / Franz-Greiß-Straße,Stadt Köln,Nippes,nein,---,nein,ja
5020,23534822.2,56518315.3,Longericher Straße / Rommerskircher Straße,Stadt Köln,Nippes,nein,---,nein,nein
5021,23529986.9,56515461.2,Longericher Hauptstraße / Auf der Bude / Schule,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,nein
5022,23541203.3,56488875.6,Äußere Kanalstraße / Escher Straße / Robert-Perthel-Straße,Stadt Köln,Nippes,nein,---,nein,nein
5026,23548729.7,56484268.4,Schiefersburger Weg / Reutlinger Straße / Schule,Stadt Köln,Nippes,nein,---,nein,nein
5027,23544005,56489313.9,Am Bilderstöckchen / Alzeyer Straße,Stadt Köln,Nippes,nein,---,nein,nein
5104,23558361.9,56491570.2,Merheimer Straße / Friedrich-Karl-Straße / Nibelungenstraße,Stadt Köln,Nippes,nein,---,nein,ja
5105,23558184.2,56488925.7,Merheimer Straße / Bergstraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,nein
5106,23558141.2,56486886.2,Mauenheimer Gürtel / Merheimer Straße,Stadt Köln,Nippes,nein,---,nein,nein
5107,23553936.9,56483405,Parkgürtel / Longericher Straße / Geldernstraße,Stadt Köln,Nippes,nein,---,nein,ja
5108,23552358.119412,56482696.768572,Parkgürtel / Ravensburger Str.,Stadt Köln,Nippes,nein,---,nein,nein
5109,23549128.2,56479183.9,Parkgürtel / Escher Straße / Kirche,Stadt Köln,Nippes,nein,---,nein,nein
5110,23553032.2,56473445.4,Geldernstraße / Escher Straße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5111,23552640.2,56471877.4,Liebigstraße / Geldernstraße / Osterather Straße,Stadt Köln,Nippes,nein,---,nein,nein
5114,23559973.2,56477688.8,Kempener Straße / Siebachstraße / Gocher Straße,Stadt Köln,Nippes,nein,---,nein,nein
5117,23562204.2,56475121.4,Kempener Straße / Cranachstraße / Christinastraße,Stadt Köln,Nippes,nein,---,nein,nein
5120,23564297.5,56470475.3,Innere Kanalstraße / Neusser Straße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5121,23563742.6,56472549.2,Neusser Straße / Lohsestraße,Stadt Köln,Nippes,nein,---,nein,nein
5122,23563500.016483,56473719.800808,Neusser Straße / Kempener Straße / Auerstraße,Stadt Köln,Nippes,nein,---,nein,nein
5123,23563514.1,56475050.1,Neusser Straße / Kuenstraße / Cranachstraße,Stadt Köln,Nippes,nein,---,nein,nein
5124,23563294.1,56477020.3,Neusser Straße / Wilhelmstraße,Stadt Köln,Nippes,nein,---,nein,nein
5126,23562869.5,56481091.1,Neusser Straße / Blücherstraße / Schillstraße,Stadt Köln,Nippes,nein,---,nein,nein
5128,23560869.4,56490707.6,Neusser Straße / Friedrich-Karl-Straße,Stadt Köln,Nippes,nein,---,nein,ja
5131,23566005.6,56473597.8,Niehler Straße / Auerstraße,Stadt Köln,Nippes,nein,---,nein,nein
5132,23566188.4,56474891.2,Niehler Straße / Kuenstraße,Stadt Köln,Nippes,nein,---,nein,nein
5133,23566468.4,56477519.4,Niehler Straße / Florastraße / Wilhelmstraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5134,23566690.7,56480594.3,Niehler Straße / Blücherstraße / Xantener Straße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5135,23566838.7,56482019.2,Niehler Str. / Xantener Str.,Stadt Köln,Nippes,ja - taktil,---,nein,nein
5136,23567618.5,56489352.1,Niehler Straße / Friedrich-Karl-Straße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5137,23567871.5,56491903.4,Niehler Straße / Niehler Kirchweg / Weidenpescher Straße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5142,23571556.8,56489271.8,Friedrich-Karl-Straße / Duisburger Straße / Castroper Straße,Stadt Köln,Nippes,nein,---,nein,ja
5144,23569952.8,56481333.1,Xantener Straße / Kretzerstraße / Schule,Stadt Köln,Nippes,nein,---,nein,nein
5145,23578662.5,56477726.5,Stammheimer Straße / Riehler Gürtel / Pionierstraße,Stadt Köln,Nippes,nein,---,nein,ja
5125,23563053.5,56479465.6,Neusser Straße / Florastraße / Einheitstraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,nein
5130,23565738,56471102.1,Innere Kanalstraße / Niehler Straße,Stadt Köln,Nippes,nein,---,nein,nein
5201,23582491,56473638,Niederländer Ufer / An der Schanz / Colonia-Haus,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5202,23579508,56471112,Niederländer Ufer / Tiergartenstraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5203,23577911.4,56469769.1,Niederländer Ufer / Zoobrücke / P+R Zoo,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5204,23577119.2,56469038.9,Niederländer Ufer / Frohngasse,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5215,23573916.410616,56496821.58073,Amsterdamer Str. / Boltensternstr. / Südliche Umfahrt,Stadt Köln,Nippes,nein,---,nein,nein
5216,23579021.8,56487339.9,Boltensternstraße / Pasteurstraße / SB-Warenhaus,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5217,23581119.1,56481932.2,Boltensternstraße / Stammheimer Straße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5218,23577854.8,56490060.1,Boltensternstraße / Friedrich-Karl-Straße / Am Niehler Hafen,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5219,23573536.3,56497807.7,Boltensternstraße / Amsterdamer Straße / Industriestraße,Stadt Köln,Nippes,nein,---,nein,ja
5220,23580025,56485067.7,Boltensternstraße / Niehler Gürtel / Flemmingstraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5221,23575021.3,56471015.4,Frohngasse / Alter Stammheimer Weg / An der Flora,Stadt Köln,Nippes,nein,---,nein,ja
5222,23575896.4,56470023.2,Riehler Straße / Frohngasse,Stadt Köln,Nippes,nein,---,nein,nein
5237,23580576.1,56483831.5,Boltensternstraße / Barbarastraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5238,23581663.5,56480064.9,Boltensternstraße / Hittorfstraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5239,23581958.7,56478737.1,Boltensternstraße / Pionierstraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5240,23582940.3,56476303.6,Riehler Straße / Boltensternstraße / An der Schanz,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5127,23562392.3,56484658.8,Neusser Straße / Niehler Kirchweg,Stadt Köln,Nippes,nein,---,nein,nein
5141,23565500,56489322.3,Friedrich-Karl-Straße / Niehler Kirchweg,Stadt Köln,Nippes,nein,---,nein,nein
5700,23572739,56472986.5,Amsterdamer Straße / Wende-Flora,Stadt Köln,Nippes,nein,---,nein,nein
5701,23573264.2,56476523.4,Amsterdamer Straße / Kinderkrankenhaus,Stadt Köln,Nippes,ja - taktil,---,nein,ja
5702,23573773.2,56480055.9,Amsterdamer Straße / Xantener Straße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5703,23573890.3,56481702.1,Amsterdamer Straße / Riehler Gürtel,Stadt Köln,Nippes,nein,---,nein,nein
5704,23573981.5,56482959.2,Amsterdamer Straße / Barbarastraße,Stadt Köln,Nippes,nein,---,nein,nein
5705,23574119.2,56485605.3,Amsterdamer Straße / Niehler Gürtel / KVB-Haltestelle,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5706,23574225.8,56487855.4,Amsterdamer Straße / Wende / Neven DuMont,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5707,23574224,56489383.4,Amsterdamer Straße / Friedrich-Karl-Straße,Stadt Köln,Nippes,nein,---,nein,nein
5708,23573959.8,56493216.6,Amsterdamer Straße / Nesselrodestraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5811,23559955.9,56494567.2,Neusser Straße / Mollwitzstraße / Roßbachstraße,Stadt Köln,Nippes,nein,---,nein,nein
5812,23559715.8,56496288.1,Neusser Straße / Derfflingerstraße,Stadt Köln,Nippes,nein,---,nein,nein
5813,23559493.4,56498912.8,Neusser Straße / Florianschule-Weidenpesch,Stadt Köln,Nippes,nein,---,nein,nein
5814,23559258.4,56500539.4,Neusser Straße / Scheibenstraße / Kapuzinerstraße,Stadt Köln,Nippes,nein,---,nein,nein
5815,23557928.6,56504005.7,Neusser Straße / Simonskaul,Stadt Köln,Nippes,nein,---,nein,nein
5816,23557027.1,56506193.8,Neusser Straße / Jesuitengasse,Stadt Köln,Nippes,nein,---,nein,nein
5817,23556577.5,56507192.7,Neusser Straße / STRAB-Abzweig,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5818,23555734.1,56508597.9,Neusser Straße / Lachemer Weg,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5819,23554782.3,56510287.7,Neusser Straße / Wilhelm-Sollmann-Straße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5820,23552713.7,56509862.7,Wilhelm-Sollmann-Straße / Graseggerstraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5821,23549757.5,56511894.3,Wilhelm-Sollmann-Straße / Rüdellstraße / Rheindorfer Straße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5822,23544680.2,56512851.5,Wilhelm-Sollmann-Straße / Herforder Straße / Rambouxstraße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5823,23540972.6,56513461.8,Wilhelm-Sollmann-Straße / Meerfeldstraße / Johannes-Rings-Straße,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5824,23536124.8,56514821,Johannes-Rings-Straße / Longericher Straße / Hohlgasse,Stadt Köln,Nippes,ja - akustisch+taktil,---,nein,ja
5112,23557916.5,56480308.1,Kempener Straße / Simon-Meister-Straße / Schule,Stadt Köln,Nippes,nein,---,nein,nein
5113,23558925.8,56479047.3,Kempener Straße / Merheimer Straße,Stadt Köln,Nippes,nein,---,nein,nein
5115,23560989.3,56476543.7,Kempener Straße / Wilhelmstraße,Stadt Köln,Nippes,nein,---,nein,nein
5116,23561805.1,56475591.9,Kempener Straße / Steinbergerstraße / Auguststraße,Stadt Köln,Nippes,nein,---,nein,nein
6001,23534730.665705,56548889.805674,Neusser Landstraße / Merianstraße,Stadt Köln,Chorweiler,ja - akustisch+taktil,---,nein,ja
6002,23530405.217829,56546614.440378,Merianstraße / Willi-Suth-Allee,Stadt Köln,Chorweiler,ja - akustisch+taktil,---,nein,ja
6003,23524709.995674,56547830.115285,Merianstraße / Weichselring / Athener Ring,Stadt Köln,Chorweiler,ja - taktil,---,nein,nein
6004,23520718.044815,56547183.224569,Merianstraße / Elbeallee,Stadt Köln,Chorweiler,ja - taktil,---,nein,nein
6005,23519593.68466,56546406.492899,Merianstraße / Mercatorstraße,Stadt Köln,Chorweiler,nein,---,nein,nein
6007,23518809.9,56542272.7,Merianstraße / Fühlinger Weg,Stadt Köln,Chorweiler,ja - taktil,---,nein,nein
6008,23520689.65597,56539068.058567,Merianstraße / Cosmasweg,Stadt Köln,Chorweiler,ja - akustisch+taktil,---,nein,ja
6009,23517282.30257,56541374.290493,Fühlinger Weg / Weilerweg,Stadt Köln,Chorweiler,nein,---,nein,nein
6016,23530016.397403,56545421.494523,Willi-Suth-Allee / Karl-Marx-Allee / Stockholmer Allee,Stadt Köln,Chorweiler,ja - taktil,---,nein,nein
6017,23539620.459951,56552982.355833,Merianstraße / Robert-Bosch-Straße / Industriestraße,Stadt Köln,Chorweiler,ja - taktil,---,nein,ja
6023,23513255.4,56566051.5,Blumenbergsweg / Mercatorstraße,Stadt Köln,Chorweiler,nein,---,nein,nein
6025,23523869.587356,56531350.55448,Volkhovener Weg / Stallagsweg,Stadt Köln,Chorweiler,nein,---,nein,nein
6026,23525089.472393,56527888.635733,Volkhovener Weg / Johannes-Albers-Straße / Schule,Stadt Köln,Chorweiler,nein,---,nein,nein
6028,23553254.608546,56547244.52366,Edsel-Ford-Straße / Oranjehofstraße / Spessartstraße,Stadt Köln,Chorweiler,nein,---,nein,nein
6030,23552853.4,56544513.3,Oranjehofstraße / Parkplatz Ost,Stadt Köln,Chorweiler,ja - akustisch+taktil,---,nein,ja
6031,23562810.867481,56543097.800973,Emdener Straße / Wacker Chemie,Stadt Köln,Chorweiler,ja - akustisch+taktil,---,nein,ja
6032,23565740.117174,56539791.448197,Emdener Straße / Ivenshofweg,Stadt Köln,Chorweiler,nein,---,nein,ja
6033,23550989.477522,56562356.428307,Alte Römerstraße / Feldkasseler Weg,Stadt Köln,Chorweiler,nein,---,nein,nein
6034,23530276.90106,56558103.144812,Neusser Landstraße / Fühlingen Kirche,Stadt Köln,Chorweiler,nein,---,nein,nein
6035,23529816.743609,56559973.101106,Neusser Landstraße / Roggendorfer Weg,Stadt Köln,Chorweiler,ja - akustisch+taktil,---,nein,nein
6036,23504479.520304,56595022.182493,Neusser Landstraße / Alte Neusser Landstraße,Stadt Köln,Chorweiler,ja - akustisch+taktil,---,nein,nein
6037,23500888.883591,56597520.129533,Neusser Landstraße / Dornstraße,Stadt Köln,Chorweiler,nein,---,nein,nein
6041,23509218.720485,56522819.299631,Donatusstraße / Am Pescher Holz,Stadt Köln,Chorweiler,nein,---,nein,nein
6042,23510641.109392,56521282.390609,Donatusstraße / Robert-Koch-Straße / Kapellenweg,Stadt Köln,Chorweiler,nein,---,nein,nein
6043,23512654.573123,56519148.032954,Longericher Straße / Donatusstraße / Elisabethstraße,Stadt Köln,Chorweiler,ja - akustisch+taktil,---,nein,ja
6044,23510409.2,56517823.5,Escher Straße / Johannesstraße / Longericher Straße / Mengenicher Straße,Stadt Köln,Chorweiler,nein,---,nein,nein
6048,23520960.248749,56519620.299067,Pescher Weg / Marienberger Weg,Stadt Köln,Chorweiler,nein,---,nein,nein
6045,23507333.6,56515206,Mengenicher Straße / Schulstraße / Heinrich-Heine-Ring,Stadt Köln,Chorweiler,ja - akustisch+taktil,---,nein,nein
7002,23640940.09125,56398775.092856,Humboldtstraße / Konrad-Adenauer-Straße / Kurt-Schumacher-Straße,Stadt Köln,Porz,nein,---,nein,nein
7003,23642034.73223,56395428.625187,Humboldtstraße / Bergerstraße,Stadt Köln,Porz,nein,---,nein,nein
7004,23642874.364113,56391962.454791,Humboldtstraße / Bonner Straße / Schule,Stadt Köln,Porz,nein,---,nein,nein
7005,23643149.165181,56389369.757084,Humboldtstraße / Königsberger Straße / Siemensstraße / Schule,Stadt Köln,Porz,nein,---,nein,nein
7006,23643171.766275,56385766.713215,Humboldtstraße / Voltastraße / Schule,Stadt Köln,Porz,nein,---,nein,nein
7007,23643011.099893,56384743.638724,Kaiserstraße / Humboldtstraße / Schule,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7009,23635608.389447,56386285.374373,Bahnhofstraße / Friedrichstraße / Schillerstraße,Stadt Köln,Porz,nein,---,nein,nein
7010,23655062.935585,56363202.329752,Nachtigallenstraße / Sankt-Ägidius-Straße / Schule,Stadt Köln,Porz,nein,---,nein,ja
7013,23643827.014695,56384139.126389,Kaiserstraße / Brucknerstraße / Schule,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7014,23644778.444922,56383742.230033,Kaiserstraße / Dorotheenstraße / Schule,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7015,23654532.300009,56383893.958242,Waldstraße / Mühlenweg,Stadt Köln,Porz,nein,---,nein,nein
7016,23667774.034457,56382025.780241,Grengeler Mauspfad / Waldstraße,Stadt Köln,Porz,nein,---,nein,nein
7017,23624188.696269,56367508.175191,Schmittgasse / Houdainer Straße / Schule,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7018,23611995.092009,56407687.927722,Kölner Straße / Berliner Straße / Helenenstraße,Stadt Köln,Porz,nein,---,nein,ja
7019,23632315.369335,56387218.749228,Hauptstraße / Bahnhofstraße,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,nein
7020,23632407.459726,56389016.077498,Hauptstraße / Karlstraße / Bezirksrathaus,Stadt Köln,Porz,nein,---,nein,ja
7021,23632263.194033,56385960.119748,Hauptstraße / Ernst-Mühlendyck-Straße / Bennauerstraße,Stadt Köln,Porz,nein,---,nein,ja
7023,23646350.29277,56397004.157769,Bergerstraße / Bochumer Straße / Neue Eiler Straße,Stadt Köln,Porz,ja - akustisch+taktil,---,nein,ja
7024,23655871.509841,56357838.357726,Heidestraße / Sankt-Ägidius-Straße / Wilhelm-Ruppert-Straße,Stadt Köln,Porz,nein,---,nein,nein
7025,23658527.227855,56358359.778235,Heidestraße / Albin-Köbis-Straße / Max-Reichpietsch-Straße,Stadt Köln,Porz,nein,---,nein,ja
7026,23662835.891358,56358511.835142,Heidestraße / Guntherstraße / Feuerwache,Stadt Köln,Porz,nein,---,nein,nein
7027,23664469.82432,56358585.502059,Heidestraße / Sportplatzstraße,Stadt Köln,Porz,nein,---,nein,nein
7028,23666063.392912,56358650.803673,Heidestraße / Magazinstraße,Stadt Köln,Porz,nein,---,nein,nein
7029,23632245.811087,56391414.075415,Hauptstraße / Bergerstraße / Rathausstraße,Stadt Köln,Porz,nein,---,nein,nein
7030,23631079.59594,56392533.137666,Hauptstraße / Steinstraße,Stadt Köln,Porz,nein,---,nein,nein
7031,23625973.974872,56399334.70803,Kölner Straße / Urbacher Weg / Im Rheinfeld,Stadt Köln,Porz,nein,---,nein,nein
7032,23623739,56401203,Kölner Straße / Erkerstraße,Stadt Köln,Porz,nein,---,nein,nein
